"","station","date","air_temp_avg_c","air_temp_min_c","air_temp_max_c","air_temp_peak_c","precip_total_mm","wind_speed_vcavg_ms","wind_dir_vcavg_deg","wind_speed_max_ms","wind_dir_max_speed_deg","hum_per","soil_temp_10cm_avg_c","barom_pres_hpa","soil_mois_wfv","solar_irr_avg_wm2","solar_irr_summ_mjm2d","file"
"1","PN Bicuar",2015-03-21,22.65,15,32.1,32.9,0,0.52,115.899,3.88889,77,71.08,NA,879.5,NA,281.75,24.3432,"2015-03_D_PNBicuar_0000361101_unan.xls"
"2","PN Bicuar",2015-03-22,21.33,16.7,29.6,31.7,3.8,0.83,224.326,3.41667,203,81.88,NA,879.7,NA,153.21,13.2372,"2015-03_D_PNBicuar_0000361101_unan.xls"
"3","PN Bicuar",2015-03-23,21.74,15.4,29.9,31,0,0.56,109.683,2.63889,67,78.75,NA,879.2,0.04,242.63,20.9628,"2015-03_D_PNBicuar_0000361101_unan.xls"
"4","PN Bicuar",2015-03-24,21.67,15.6,30.6,31.2,0,0.94,198.528,3.83333,183,75.08,25.8,878.5,0.04,252.88,21.8484,"2015-03_D_PNBicuar_0000361101_unan.xls"
"5","PN Bicuar",2015-03-25,21.19,16.5,30.1,30.9,13.6,0.73,209.883,5.5,297,82,25.13,878.6,0.039,135.46,11.7036,"2015-03_D_PNBicuar_0000361101_unan.xls"
"6","PN Bicuar",2015-03-26,21.89,17,29.8,30.3,0.2,0.96,153.04,3.25,188,82.08,24.87,879.9,0.047,256,22.1184,"2015-03_D_PNBicuar_0000361101_unan.xls"
"7","PN Bicuar",2015-03-27,22.18,17.6,29.4,30.4,18.8,1.2,241.229,4.30556,241,80.92,25.35,879.8,0.048,218.67,18.8928,"2015-03_D_PNBicuar_0000361101_unan.xls"
"8","PN Bicuar",2015-03-28,21.06,17.7,26.3,26.8,25.6,0.49,184.198,2.88889,322,85.29,24.28,878.9,0.071,167.96,14.5116,"2015-03_D_PNBicuar_0000361101_unan.xls"
"9","PN Bicuar",2015-03-29,20.9,17.4,25.6,26.1,5.2,1.68,268.344,3.30556,248,73.21,23.77,877.3,0.062,148.38,12.8196,"2015-03_D_PNBicuar_0000361101_unan.xls"
"10","PN Bicuar",2015-03-30,21.5,15.2,29,29.6,0,0.91,219.364,2.5,178,68.75,24.14,878.1,0.055,277.79,24.0012,"2015-03_D_PNBicuar_0000361101_unan.xls"
"11","PN Bicuar",2015-03-31,20.28,12.8,29,30,0,0.93,239.481,3.05556,230,72.88,24.38,878.8,0.05,237.42,20.5128,"2015-03_D_PNBicuar_0000361101_unan.xls"
"12","PN Bicuar",2015-04-01,22.14,15.6,30.1,31.2,0,0.77,208.15,3,249,71.29,25.41,879.4,0.047,263.38,22.7556,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"13","PN Bicuar",2015-04-02,20.05,11.6,30.2,30.6,0,1.1,204.789,4.88889,151,69.42,25.8,878.6,0.044,284.54,24.5844,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"14","PN Bicuar",2015-04-03,19.59,9.1,30.5,30.9,0,1.17,276.096,2.91667,302,66.54,25.57,877.4,0.042,291.08,25.1496,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"15","PN Bicuar",2015-04-04,18.14,8.4,29.4,30.3,0,1.01,271.637,3.16667,307,70.13,25.65,877.5,0.04,290,25.056,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"16","PN Bicuar",2015-04-05,17.69,8.1,29.8,30.5,0,0.88,229.757,2.86111,284,66.63,25.45,878,0.038,297,25.6608,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"17","PN Bicuar",2015-04-06,17.66,5.9,30.6,31.2,0,0.75,233.889,2.94444,238,68.08,25.18,879.1,0.035,292.63,25.2828,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"18","PN Bicuar",2015-04-07,16.21,13.5,16.6,32.1,0,0.48,219.798,0.944444,308,70.54,25.38,879.2,0.035,285.5,24.6672,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"19","PN Bicuar",2015-04-08,21.47,13.2,31.5,32.1,0,0.6,230.05,2.38889,272,69.58,26.69,879.3,0.032,264.5,22.8528,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"20","PN Bicuar",2015-04-09,21.67,13.5,31.9,32.6,0,0.61,201.942,2.69444,200,65.79,27.29,879.5,0.031,279.71,24.1668,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"21","PN Bicuar",2015-04-10,21.67,10.9,32.4,33.7,0,0.57,231.407,2.25,52,65.17,27.43,879.9,0.027,288.29,24.9084,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"22","PN Bicuar",2015-04-11,21.24,12.3,30.9,32,0,0.65,154.835,2.72222,152,67.21,27.48,880.8,0.025,210.67,18.2016,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"23","PN Bicuar",2015-04-12,21.34,12.9,31.6,32.6,0,0.92,121.633,3.58333,114,69.58,27.17,880.7,0.022,245.21,21.186,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"24","PN Bicuar",2015-04-13,19.75,11,31.1,32.3,0,0.58,126.579,3.58333,105,68.25,26.72,880.9,0.02,239.42,20.6856,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"25","PN Bicuar",2015-04-14,18.75,8.5,30.2,31.6,0,1.03,146.891,4.11111,125,66.25,26.11,880,0.016,238.33,20.592,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"26","PN Bicuar",2015-04-15,18.56,7.3,30.6,31.9,0,0.7,120.507,3.94444,118,66.58,25.63,878.8,0.013,244,21.0816,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"27","PN Bicuar",2015-04-16,20.38,8,31.4,32.5,0,0.32,149.69,3.13889,83,64.58,25.7,879.4,0.011,243.08,21.0024,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"28","PN Bicuar",2015-04-17,20.4,10.7,30.7,31.7,0,0.39,150.108,2.25,115,68.42,26.16,880.8,0.01,193.29,16.7004,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"29","PN Bicuar",2015-04-18,19.97,10.1,31.6,33.1,0,0.7,218.466,2.88889,150,70.04,25.99,880.7,0.009,216.25,18.684,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"30","PN Bicuar",2015-04-19,19.77,10.2,30.7,32.4,0,0.77,146.806,4.19444,116,72.75,25.86,880,0.013,217.71,18.81,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"31","PN Bicuar",2015-04-20,20.58,12.1,30.5,32,0,0.67,145.831,3.08333,118,71.42,25.73,880.1,0.014,179,15.4656,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"32","PN Bicuar",2015-04-21,20.34,11.7,31,32.4,0.2,0.33,143.695,3.63889,66,75,25.95,881.1,0.016,218.25,18.8568,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"33","PN Bicuar",2015-04-22,20.68,11.3,30.8,31.6,0,1.42,118.19,5.75,115,66.25,26.02,881.5,0.015,252.38,21.8052,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"34","PN Bicuar",2015-04-23,20.1,11.1,29.6,30.6,0.2,0.82,123.201,4.13889,97,72.42,25.56,881.3,0.015,166.67,14.4,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"35","PN Bicuar",2015-04-24,20.75,13,29.8,31,0,0.78,148.05,4.30556,119,74.33,25.4,882,0.014,179.63,15.5196,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"36","PN Bicuar",2015-04-25,21.48,12.8,30.4,31.4,0,1.24,127.778,4.61111,109,67.75,25.9,882.8,0.015,233.33,20.16,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"37","PN Bicuar",2015-04-26,20.77,10.9,30.7,31.8,0,1.4,118.051,4.97222,121,64.13,26.13,881.6,0.014,244.33,21.1104,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"38","PN Bicuar",2015-04-27,18.98,7.6,31.6,32.7,0,0.77,125.716,4,143,60.96,25.91,880.9,0.013,247.67,21.3984,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"39","PN Bicuar",2015-04-28,18.73,6.9,31.2,32.3,0,0.62,147.43,3.47222,128,59.46,25.28,880.6,0.012,216.42,18.6984,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"40","PN Bicuar",2015-04-29,20.73,11.8,31.8,32.7,0,0.72,179.539,2.5,103,58.29,25.58,879.8,0.012,201.33,17.3952,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"41","PN Bicuar",2015-04-30,19.89,8.4,31.9,33.6,0,0.7,174.191,3.83333,147,57.29,25.55,879,0.012,235.63,20.358,"2015-04_D_PNBicuar_0000361101_bxik.xls"
"42","PN Bicuar",2015-05-01,20.78,10.8,30.2,32.8,0,0.53,176.485,2.61111,134,55.83,25.58,879.7,0.012,186.54,16.1172,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"43","PN Bicuar",2015-05-02,20.3,8.8,31.2,32.3,0,1.28,112.392,4.66667,100,57.08,25.69,880.4,0.012,243.21,21.0132,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"44","PN Bicuar",2015-05-03,17.83,6.5,30.5,31.8,0,1.14,100.584,5.77778,115,58.71,25.11,880.8,0.011,229.42,19.8216,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"45","PN Bicuar",2015-05-04,17.37,6,30.1,30.9,0,1.18,90.4275,5.13889,100,60.88,24.42,881.2,0.011,224.13,19.3644,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"46","PN Bicuar",2015-05-05,18.25,6.5,31.1,32.2,0,0.77,107.487,4.75,94,60.42,24.36,881.5,0.011,239.96,20.7324,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"47","PN Bicuar",2015-05-06,19.1,7.4,32.3,33,0,0.69,151.634,3.52778,127,59.46,24.68,880.6,0.011,240.25,20.7576,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"48","PN Bicuar",2015-05-07,18.15,7.2,32,32.8,0,0.96,116.488,4.13889,120,55.17,24.73,881.7,0.011,248.04,21.4308,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"49","PN Bicuar",2015-05-08,16.11,2.5,31,31.7,0,0.98,80.0643,4.36111,109,54.75,23.99,883.2,0.01,249.13,21.5244,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"50","PN Bicuar",2015-05-09,16.35,3.8,30.6,31.3,0,1.33,111.636,5.02778,102,56.5,23.6,882.5,0.01,245.92,21.2472,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"51","PN Bicuar",2015-05-10,15.7,2.7,30.1,30.9,0,0.91,108.688,4.41667,124,54.71,23.28,882.1,0.012,247.08,21.348,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"52","PN Bicuar",2015-05-11,15.64,2.7,30.5,31.2,0,0.79,133.413,4.47222,123,54.71,22.97,882,0.013,239.04,20.6532,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"53","PN Bicuar",2015-05-12,15.8,3.2,30.9,31.7,0,0.64,97.6163,4.22222,94,55.29,22.97,882.2,0.013,243.17,21.0096,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"54","PN Bicuar",2015-05-13,15.68,1.9,31.2,31.9,0,0.65,95.1916,3.97222,115,53.5,22.81,881.3,0.013,245.67,21.2256,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"55","PN Bicuar",2015-05-14,16.18,2.5,31.7,32.2,0,0.64,152.561,3.61111,116,52.38,22.7,880.8,0.013,243.58,21.0456,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"56","PN Bicuar",2015-05-15,16.83,3.3,31.7,32.3,0,0.54,163.016,2.91667,112,51.71,22.81,881.3,0.013,239.17,20.664,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"57","PN Bicuar",2015-05-16,17.17,4.1,31.6,32.4,0,0.56,129.018,3.61111,110,53.33,22.93,881.6,0.013,239.38,20.682,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"58","PN Bicuar",2015-05-17,16.84,3.9,30.9,31.5,0,0.53,122.99,3.69444,115,54.46,22.96,882.1,0.013,232.92,20.124,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"59","PN Bicuar",2015-05-18,15.76,3.2,30.1,30.8,0,0.89,103.208,5,104,52.88,22.73,881.3,0.013,236,20.3904,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"60","PN Bicuar",2015-05-19,15.13,1.6,29.7,30.5,0,0.54,102.81,3.47222,72,55.08,22.32,881.3,0.013,234.71,20.2788,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"61","PN Bicuar",2015-05-20,16.11,3,30.2,31,0,0.08,119.775,3.05556,59,55.63,22.35,881.9,0.013,237.88,20.5524,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"62","PN Bicuar",2015-05-21,16.88,4.5,31.6,32.3,0,0.42,142.515,3.19444,78,56.79,22.61,882.5,0.013,229.67,19.8432,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"63","PN Bicuar",2015-05-22,15.36,2.2,30.2,30.9,0,0.66,114.128,3.72222,116,54.46,22.5,883.2,0.013,237.13,20.4876,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"64","PN Bicuar",2015-05-23,14.95,1.9,29.7,30.6,0,0.78,76.5376,4.38889,89,51.5,22.13,881.9,0.013,238.83,20.6352,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"65","PN Bicuar",2015-05-24,14.77,1.5,29.5,30.2,0,0.44,133.293,3.13889,82,52.92,21.87,881.5,0.012,232.17,20.0592,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"66","PN Bicuar",2015-05-25,15.6,2.4,29.3,29.9,0,0.7,182.719,2.72222,204,53.54,21.9,881,0.012,226.67,19.584,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"67","PN Bicuar",2015-05-26,16.83,2.7,28.7,29.9,0,0.54,164.365,2.61111,108,50.92,21.8,881.1,0.013,177.21,15.3108,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"68","PN Bicuar",2015-05-27,16.44,3.9,29.9,30.8,0,0.82,141.54,3.16667,150,51.13,22.11,880.9,0.012,218.42,18.8712,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"69","PN Bicuar",2015-05-28,14.72,1.2,29.4,30.1,0,0.64,93.3001,4.5,114,50.46,21.73,880.7,0.012,227.13,19.6236,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"70","PN Bicuar",2015-05-29,15.16,1.9,29.2,29.9,0,0.56,102.404,3.80556,75,51.75,21.52,880.4,0.012,223.29,19.2924,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"71","PN Bicuar",2015-05-30,15.78,3,29.8,30.6,0,0.56,248.517,3.25,280,53.29,21.68,881.1,0.012,216.54,18.7092,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"72","PN Bicuar",2015-05-31,15.66,2.3,30.9,31.5,0,0.74,237.524,3.83333,242,50.17,21.68,880.1,0.012,219.25,18.9432,"2015-05_D_PNBicuar_0000361101_lluh.xls"
"73","PN Bicuar",2015-06-01,14.88,-0.3,30.3,31,0,2.42,307.069,7.25,305,49.67,21.25,878.3,0.012,220.46,19.0476,"2015-06_D_PNBicuar_0000361101_xict.xls"
"74","PN Bicuar",2015-06-02,13.77,-1.3,29.8,30.4,0,2.19,298.294,6.88889,306,48.58,20.82,879,0.012,234.88,20.2932,"2015-06_D_PNBicuar_0000361101_xict.xls"
"75","PN Bicuar",2015-06-03,13.38,-1.3,29.7,30.6,0,1.11,267.187,5.83333,307,46.83,20.46,880.5,0.011,228.79,19.7676,"2015-06_D_PNBicuar_0000361101_xict.xls"
"76","PN Bicuar",2015-06-04,13.03,-0.9,29,29.6,0,1.27,283.41,5.47222,313,46.63,20.36,880.3,0.012,228.08,19.7064,"2015-06_D_PNBicuar_0000361101_xict.xls"
"77","PN Bicuar",2015-06-05,12.62,-2,28.2,28.8,0,1.01,251.62,3.88889,243,46.38,20.1,880.3,0.011,229.75,19.8504,"2015-06_D_PNBicuar_0000361101_xict.xls"
"78","PN Bicuar",2015-06-06,13.53,-0.4,28.3,29.2,0,0.76,235.433,3.58333,217,49.38,20.05,881,0.011,220.04,19.0116,"2015-06_D_PNBicuar_0000361101_xict.xls"
"79","PN Bicuar",2015-06-07,13.88,-0.3,28.8,29.4,0,0.79,223.543,3.27778,187,51.5,20.18,880.5,0.012,218.83,18.9072,"2015-06_D_PNBicuar_0000361101_xict.xls"
"80","PN Bicuar",2015-06-08,13.1,-1.9,29.6,30.3,0,0.94,254.331,4.11111,299,48.67,20,880.5,0.011,223.92,19.3464,"2015-06_D_PNBicuar_0000361101_xict.xls"
"81","PN Bicuar",2015-06-09,13.77,-0.2,29.8,30.2,0,0.7,256.83,4.22222,315,48.96,19.98,880.7,0.011,219.46,18.9612,"2015-06_D_PNBicuar_0000361101_xict.xls"
"82","PN Bicuar",2015-06-10,13.94,0,29.3,30,0,0.57,221.801,3.13889,304,49.13,20,881.3,0.011,213.79,18.4716,"2015-06_D_PNBicuar_0000361101_xict.xls"
"83","PN Bicuar",2015-06-11,14.82,1.3,29.4,30.1,0,0.88,245.474,3.52778,246,50.17,20.19,881.9,0.011,210.42,18.18,"2015-06_D_PNBicuar_0000361101_xict.xls"
"84","PN Bicuar",2015-06-12,15.06,1.5,29.7,30.5,0,0.66,135.253,3.61111,108,48.13,20.25,881.8,0.011,209.79,18.126,"2015-06_D_PNBicuar_0000361101_xict.xls"
"85","PN Bicuar",2015-06-13,14.61,3,28.6,29.2,0,0.92,127.343,3.97222,101,49.25,20.37,882.3,0.011,202.58,17.5032,"2015-06_D_PNBicuar_0000361101_xict.xls"
"86","PN Bicuar",2015-06-14,12.68,-0.1,26.7,27.5,0,0.99,112.184,5.22222,111,48.42,19.86,882.5,0.011,218.83,18.9072,"2015-06_D_PNBicuar_0000361101_xict.xls"
"87","PN Bicuar",2015-06-15,13.05,-0.2,28,29.1,0,0.41,109.666,3.52778,92,50.42,19.57,881.9,0.011,210.46,18.1836,"2015-06_D_PNBicuar_0000361101_xict.xls"
"88","PN Bicuar",2015-06-16,13.33,0.5,28.6,29.4,0,0.67,152.079,3.22222,135,51.08,19.62,881.4,0.011,206.79,17.8668,"2015-06_D_PNBicuar_0000361101_xict.xls"
"89","PN Bicuar",2015-06-17,12.7,-0.8,29.3,30.3,0,0.34,144.368,3.36111,115,46.96,19.48,880.2,0.011,214.29,18.5148,"2015-06_D_PNBicuar_0000361101_xict.xls"
"90","PN Bicuar",2015-06-18,12.04,-2.4,29.5,30,0,0.56,104.282,3.41667,97,43.29,19.13,881.3,0.011,221.42,19.1304,"2015-06_D_PNBicuar_0000361101_xict.xls"
"91","PN Bicuar",2015-06-19,11.65,-3.1,28.4,29.1,0,0.7,84.8667,4.25,84,41.71,18.82,883,0.011,219,18.9216,"2015-06_D_PNBicuar_0000361101_xict.xls"
"92","PN Bicuar",2015-06-20,11.49,-3.9,28.5,29.1,0,1,97.6494,5.13889,103,41.25,18.42,883.8,0.011,214.5,18.5328,"2015-06_D_PNBicuar_0000361101_xict.xls"
"93","PN Bicuar",2015-06-21,11.78,-2,27.1,27.8,0,0.76,96.1514,4.30556,104,45.13,18.39,884.3,0.01,213.42,18.4392,"2015-06_D_PNBicuar_0000361101_xict.xls"
"94","PN Bicuar",2015-06-22,11.48,-1.4,26.7,27.3,0,0.52,102.426,4.08333,90,49.67,18.43,884.3,0.011,217.17,18.7632,"2015-06_D_PNBicuar_0000361101_xict.xls"
"95","PN Bicuar",2015-06-23,11.8,-2.3,28.2,29.1,0,0.26,206.002,2.36111,154,48.96,18.4,883.9,0.011,215.38,18.6084,"2015-06_D_PNBicuar_0000361101_xict.xls"
"96","PN Bicuar",2015-06-24,12.9,-1.6,29.2,29.7,0,0.62,238.193,3,287,47.67,18.59,883.3,0.011,212.13,18.3276,"2015-06_D_PNBicuar_0000361101_xict.xls"
"97","PN Bicuar",2015-06-25,13.93,-0.6,28.7,29.4,0,1.6,302.901,6.19444,326,51,18.81,882.8,0.01,208.54,18.018,"2015-06_D_PNBicuar_0000361101_xict.xls"
"98","PN Bicuar",2015-06-26,11.86,-0.8,27.6,28.1,0,1.51,291.446,6.36111,313,58.38,18.93,882.8,0.01,210.38,18.1764,"2015-06_D_PNBicuar_0000361101_xict.xls"
"99","PN Bicuar",2015-06-27,12.03,-3.5,29.8,30.7,0,0.74,259.247,3.13889,265,44.5,18.51,883.4,0.01,222.71,19.242,"2015-06_D_PNBicuar_0000361101_xict.xls"
"100","PN Bicuar",2015-06-28,12.95,-1,30,30.5,0,0.32,171.897,2.72222,100,46.25,18.54,883.6,0.01,195.17,16.8624,"2015-06_D_PNBicuar_0000361101_xict.xls"
"101","PN Bicuar",2015-06-29,12.99,-1.6,29.7,30.1,0,0.7,141.722,4.5,116,41.13,18.55,883.7,0.01,205.33,17.7408,"2015-06_D_PNBicuar_0000361101_xict.xls"
"102","PN Bicuar",2015-06-30,20.47,1.5,29.1,29.6,0,1.68,114.598,3.41667,105,29.04,18.45,882.5,0.01,380.25,32.8536,"2015-06_D_PNBicuar_0000361101_xict.xls"
"103","PN Bicuar",2015-07-01,13.26,1.1,28.4,29,0,0.56,129.192,4.38889,124,44.96,18.63,882.8,0.01,186,16.0704,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"104","PN Bicuar",2015-07-02,12.91,-0.6,28.3,29,0,0.98,106.357,5.55556,110,46.58,18.5,882.8,0.01,206.21,17.8164,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"105","PN Bicuar",2015-07-03,12.29,-0.8,27,27.8,0,0.74,102.909,4.63889,101,48.5,18.52,883.1,0.01,215.08,18.5832,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"106","PN Bicuar",2015-07-04,12.7,-0.9,28,28.6,0,0.23,173.227,3.63889,106,48.5,18.52,883,0.01,210.92,18.2232,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"107","PN Bicuar",2015-07-05,13.05,-0.5,28.7,29.5,0,0.41,182.144,2.25,156,48.83,18.73,882.4,0.01,210.79,18.2124,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"108","PN Bicuar",2015-07-06,13.3,-0.4,29.3,29.8,0,0.59,120.707,3.63889,125,47.38,18.81,882.5,0.01,216,18.6624,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"109","PN Bicuar",2015-07-07,22.31,4.1,30,30.6,0,1.31,113.248,2.88889,97,33,18.96,882.6,0.011,418.04,36.1188,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"110","PN Bicuar",2015-07-08,15.64,2.4,31.1,31.7,0,0.3,151.584,2.94444,83,48.83,19.48,882.2,0.011,199.79,17.262,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"111","PN Bicuar",2015-07-09,15.38,1.9,30.5,31.3,0,0.49,112.664,4.30556,90,48.75,19.71,882.1,0.011,212.71,18.378,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"112","PN Bicuar",2015-07-10,15.32,2.2,30.7,31.1,0,0.34,113.943,3.16667,72,45.88,19.9,882,0.011,210.21,18.162,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"113","PN Bicuar",2015-07-11,15.36,0.8,30.5,30.9,0,0.37,265.112,2.94444,56,44.04,19.74,881.8,0.011,204.71,17.6868,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"114","PN Bicuar",2015-07-12,14.88,1.8,31.1,31.6,0,1.27,276.075,3.69444,281,45.21,19.88,881.4,0.01,204.21,17.6436,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"115","PN Bicuar",2015-07-13,14.39,-0.3,30.8,31.6,0,0.7,239.025,3.36111,292,39.42,19.54,881.1,0.01,207.08,17.892,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"116","PN Bicuar",2015-07-14,14.5,0.9,30.6,31.4,0,0.73,200.038,3.16667,173,40.71,19.5,881.2,0.01,188.38,16.2756,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"117","PN Bicuar",2015-07-15,14.55,1.1,30.9,31.5,0,0.43,161.83,2.75,142,44.54,19.38,881.3,0.01,187.33,16.1856,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"118","PN Bicuar",2015-07-16,15.15,1.5,31.3,32.2,0,0.54,202.316,2.86111,230,40.96,19.44,881.2,0.01,193.96,16.758,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"119","PN Bicuar",2015-07-17,15.36,0.5,31.9,32.5,0,0.93,244.701,2.97222,272,38.75,19.59,880.5,0.01,198.88,17.1828,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"120","PN Bicuar",2015-07-18,14.99,1.1,31.7,32.3,0,1.55,285.574,6.27778,314,38.25,19.64,880.6,0.01,204.04,17.6292,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"121","PN Bicuar",2015-07-19,14.54,0.6,30.1,30.8,0,0.51,208.977,2.47222,181,36.83,19.49,880.6,0.01,198.21,17.1252,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"122","PN Bicuar",2015-07-20,14.85,2.5,30,30.3,0,0.61,218.083,2.69444,136,39.54,19.43,880,0.01,171.83,14.8464,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"123","PN Bicuar",2015-07-21,14.97,1.5,29.6,30.4,0,0.61,240.804,2.86111,295,44.25,19.27,880.2,0.01,179.88,15.5412,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"124","PN Bicuar",2015-07-22,14.82,2.4,29.5,30.1,0,0.75,257.207,3.5,308,52.13,19.35,881.3,0.01,182.96,15.8076,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"125","PN Bicuar",2015-07-23,14.22,1.4,28.8,29.4,0,0.71,234.531,3.66667,311,48.04,19.24,881.6,0.01,178.46,15.4188,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"126","PN Bicuar",2015-07-24,14.72,2.5,30,30.7,0,0.85,265.445,4.33333,299,44.83,19.48,881.3,0.01,193.79,16.7436,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"127","PN Bicuar",2015-07-25,13.97,0.8,30.2,30.9,0,0.56,191.365,2.27778,129,41.13,19.43,881.5,0.01,207.38,17.9172,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"128","PN Bicuar",2015-07-26,13.88,-0.2,29.8,30.5,0,1.09,151.819,4.22222,167,37,19.22,881.8,0.01,194.88,16.8372,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"129","PN Bicuar",2015-07-27,14.45,1.2,30.1,30.6,0,0.58,113.958,4.61111,133,40.13,19.17,881.5,0.01,192.96,16.6716,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"130","PN Bicuar",2015-07-28,16.64,2.9,31.9,32.7,0,0.5,138.093,4.08333,74,42.08,19.48,880.6,0.01,191.96,16.5852,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"131","PN Bicuar",2015-07-29,16.52,2.2,31.9,32.6,0,0.39,250.046,2.11111,87,47.33,19.93,881.1,0.01,198.38,17.1396,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"132","PN Bicuar",2015-07-30,16.35,3.6,31.5,32.1,0,0.7,187.985,2.94444,168,46.08,20.26,881.5,0.01,195.21,16.866,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"133","PN Bicuar",2015-07-31,15.17,1.8,31.3,31.8,0,0.59,147.042,3.38889,139,40.46,20.2,881.6,0.01,215.04,18.5796,"2015-07_D_PNBicuar_0000361101_vcsb.xls"
"134","PN Bicuar",2015-08-01,14.4,1.3,30.4,31,0,0.49,117.708,3.66667,84,38.29,19.94,882.1,0.01,199.04,17.1972,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
