"","station","date","air_temp_avg_c","air_temp_min_c","air_temp_max_c","air_temp_peak_c","precip_total_mm","wind_speed_vcavg_ms","wind_dir_vcavg_deg","wind_speed_max_ms","wind_dir_max_speed_deg","hum_per","soil_temp_10cm_avg_c","barom_pres_hpa","soil_mois_wfv","solar_irr_avg_wm2","solar_irr_summ_mjm2d","file"
"983","PN Bicuar",2017-11-27,24.34,12.6,34.7,35.8,0,1.2,255.625,3.97222,292,53.42,30.55,876.8,0.021,320.67,27.7056,"2017-11_D_PNBicuar_0000361101_pvqq.xls"
"984","PN Bicuar",2017-11-28,26.03,15.2,34.9,36,0,1.09,222.843,5.83333,265,48.42,31.61,876,0.022,301.46,26.046,"2017-11_D_PNBicuar_0000361101_pvqq.xls"
"985","PN Bicuar",2017-11-29,24.68,12.9,33.7,34.9,0.8,0.85,168.577,3.36111,125,54.83,32.1,877,0.022,295.29,25.5132,"2017-11_D_PNBicuar_0000361101_pvqq.xls"
"986","PN Bicuar",2017-11-30,24.12,16.5,33,33.8,0.2,0.9,136.917,3.72222,124,59.25,31.73,876.6,0.022,259.92,22.4568,"2017-11_D_PNBicuar_0000361101_pvqq.xls"
"987","PN Bicuar",2017-12-01,25.53,12.8,35.6,36.4,0,0.2,144.928,4.83333,309,51.46,31.53,874.8,0.02,280.92,24.2712,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"988","PN Bicuar",2017-12-02,25.2,16.2,33.3,34.5,0,1.25,235.58,4.30556,189,50.46,31.64,875.1,0.021,222.13,19.1916,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"989","PN Bicuar",2017-12-03,24.76,15.2,33.9,34.8,0,0.8,152.503,3.72222,153,58.17,31.85,875.6,0.023,285.92,24.7032,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"990","PN Bicuar",2017-12-04,23.81,14.7,31.8,33.3,0,1.24,122.82,4.36111,93,61.25,32.03,876.3,0.022,269.25,23.2632,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"991","PN Bicuar",2017-12-05,23.34,15.1,33.4,35.1,6,0.88,164.009,4.11111,262,70,31.54,875.4,0.02,225.04,19.4436,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"992","PN Bicuar",2017-12-06,23.93,16.2,32.7,33.3,1,0.8,141.142,3.61111,172,70.92,30.32,874.8,0.02,273.04,23.5908,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"993","PN Bicuar",2017-12-07,22.35,17.4,29.6,31.1,55.2,0.95,212.386,3.44444,198,81.13,28.97,874.2,0.024,154.25,13.3272,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"994","PN Bicuar",2017-12-08,20.79,17.3,26.9,28.3,47.4,1.66,132.442,5.25,122,85.04,24.85,875.2,0.09,180.38,15.5844,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"995","PN Bicuar",2017-12-09,21.61,18.5,29.3,30.4,7,0.96,185.012,4.22222,186,84.79,25.38,874.8,0.068,141.67,12.24,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"996","PN Bicuar",2017-12-10,22.33,18.1,29,31,3.8,0.55,198.36,3.44444,134,83.33,25.89,875.3,0.068,235.42,20.34,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"997","PN Bicuar",2017-12-11,22.8,17.7,31.4,32.3,23.4,0.91,278.541,3.02778,121,78.08,26.18,875.5,0.084,267.79,23.1372,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"998","PN Bicuar",2017-12-12,23.13,17.5,31.2,32,0,1.6,281.589,5.11111,325,75,27.18,874.7,0.071,249.38,21.546,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"999","PN Bicuar",2017-12-13,23.65,18.9,30.1,30.7,3,1.65,265.384,5.27778,267,72.88,27.89,876.2,0.065,262.5,22.68,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1000","PN Bicuar",2017-12-14,24.75,16.6,33.5,34.2,0,0.74,190.286,2.80556,155,60.08,29.28,876,0.062,331,28.5984,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1001","PN Bicuar",2017-12-15,23.08,13.6,33.4,34.2,0,1.11,157.539,4.19444,169,61.42,30.05,875.8,0.059,352.71,30.474,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1002","PN Bicuar",2017-12-16,22.89,12.3,32.4,33.3,0,0.81,157.242,2.5,116,65.79,29.8,875.5,0.057,267.46,23.1084,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1003","PN Bicuar",2017-12-17,20.53,17.7,28.3,29.9,37.4,0.62,241.407,2.83333,134,89.17,28.18,874.6,0.072,94.75,8.1864,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1004","PN Bicuar",2017-12-18,21.84,18.3,28.3,30,13,1.32,245.773,3.69444,299,82.67,26.3,875.5,0.08,220.75,19.0728,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1005","PN Bicuar",2017-12-19,21.5,18.2,26.7,27.6,10,1.39,280.201,4.05556,320,82.38,25.68,875.9,0.082,209.83,18.1296,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1006","PN Bicuar",2017-12-20,22.94,18.1,29,29.7,13.8,1.57,283.103,4.61111,319,72.83,26.28,876.5,0.081,309.54,26.7444,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1007","PN Bicuar",2017-12-21,21.71,18,27,27.7,0.2,0.92,216.788,3.47222,154,80.46,26.48,876.6,0.072,190.04,16.4196,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1008","PN Bicuar",2017-12-22,22.03,17,27.8,28.8,0,1.36,209.93,4.16667,194,78.25,26.19,875.8,0.066,179.71,15.5268,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1009","PN Bicuar",2017-12-23,22.44,18.2,27.3,28,0,1.63,267.355,4.55556,273,71.71,26.99,875,0.063,201.88,17.442,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1010","PN Bicuar",2017-12-24,22.42,17.3,29.6,31.2,0,0.7,226.495,3.25,181,66,27.7,874.9,0.06,236.92,20.4696,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1011","PN Bicuar",2017-12-25,22.84,14.6,32.8,34.3,0,0.81,259.547,2.22222,298,59.63,28.78,875.2,0.058,304.79,26.334,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1012","PN Bicuar",2017-12-26,23.02,11.1,33.7,34.9,0,1.03,206.258,3.22222,177,58.58,29.04,874.4,0.056,307.46,26.5644,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1013","PN Bicuar",2017-12-27,24.73,17.2,32.9,33.8,19,1.24,189.678,4.5,235,61.46,30.28,873.8,0.055,293.29,25.3404,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1014","PN Bicuar",2017-12-28,23.32,17.5,30.9,31.6,0,1.37,150.859,4.86111,153,71.96,28.73,873,0.072,319.92,27.6408,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1015","PN Bicuar",2017-12-29,20.8,15.8,27.4,28.2,25.6,1.25,241.245,4.5,313,81.71,27.27,873.9,0.073,182.25,15.7464,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1016","PN Bicuar",2017-12-30,20.03,16.3,25.1,26.3,7,2.2,300.588,4.91667,332,81.54,25.25,874.7,0.085,228.21,19.7172,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1017","PN Bicuar",2017-12-31,20.86,16.3,25,26.3,0.4,1.62,285.238,4.25,319,80.79,24.94,876.8,0.073,160.75,13.8888,"2017-12_D_PNBicuar_0000361101_onbr.xls"
"1018","PN Bicuar",2018-01-01,22.33,14.5,30.9,31.9,0,0.95,192.861,3.75,175,71.63,26.3,874.9,0.068,329.29,28.4508,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1019","PN Bicuar",2018-01-02,22.53,14,31.5,32.1,0,1.85,271.052,3.63889,312,66.04,28.15,874.9,0.064,341.5,29.5056,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1020","PN Bicuar",2018-01-03,22.17,11.7,32.5,33.4,0,0.66,159.442,3.88889,138,67.21,28.98,875,0.06,347.17,29.9952,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1021","PN Bicuar",2018-01-04,23.59,15.3,32.7,33.8,0.6,0.89,137.455,3.5,136,64.83,29.84,875.5,0.058,320.5,27.6912,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1022","PN Bicuar",2018-01-05,21.94,15.2,30.1,32.5,9.6,0.18,171.744,3.97222,113,80,29.05,876.1,0.056,252,21.7728,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1023","PN Bicuar",2018-01-06,22.23,14.1,31.5,32.1,0.2,0.51,195.975,3.75,130,70.83,28,874.8,0.053,342.79,29.6172,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1024","PN Bicuar",2018-01-07,22.54,12.7,32.6,34,0,1.06,268.427,4.05556,309,67.46,28.98,875.1,0.054,338.29,29.2284,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1025","PN Bicuar",2018-01-08,22.66,14.7,32.4,33.9,0,1.55,273.5,3.77778,313,69.25,29.68,876.2,0.054,288.96,24.966,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1026","PN Bicuar",2018-01-09,22.31,15,32.3,33.3,0,0.82,241.868,2.80556,304,70.46,29.34,876.4,0.052,246.08,21.2616,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1027","PN Bicuar",2018-01-10,22.2,13.1,31.9,32.9,0,0.87,266.729,3.27778,291,68.71,29.34,875.6,0.05,261.54,22.5972,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1028","PN Bicuar",2018-01-11,23.43,13.7,33.6,34.9,1.6,0.78,187.43,5.77778,136,63.63,29.85,875.2,0.045,321.08,27.7416,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1029","PN Bicuar",2018-01-12,22.38,17.4,30.3,31.5,0,0.71,174.452,2.97222,218,76.67,29.5,875.8,0.041,220.25,19.0296,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1030","PN Bicuar",2018-01-13,22.88,17.6,30.8,31.8,4,0.58,219.137,2.86111,245,76.88,29.39,875.6,0.037,263.54,22.77,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1031","PN Bicuar",2018-01-14,21.04,17,28.1,28.9,21.4,0.87,200.167,3.66667,140,83.04,27.41,876.5,0.035,222.13,19.1916,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1032","PN Bicuar",2018-01-15,21.83,17.5,29.9,30.9,17.8,1.15,218.647,3.11111,162,81.29,27.36,875.2,0.05,250.79,21.6684,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1033","PN Bicuar",2018-01-16,22.64,15.6,31.6,32.3,29.8,1.21,246.501,4.91667,250,77.42,27.3,875.1,0.085,349.71,30.2148,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1034","PN Bicuar",2018-01-17,22.05,17,30.7,31.5,6.8,0.85,221.865,5.58333,308,80,26.93,874,0.086,282.13,24.3756,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1035","PN Bicuar",2018-01-18,21.56,17.3,28.4,29.6,9.8,0.97,197.251,3,231,81.92,26.3,875.3,0.076,226,19.5264,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1036","PN Bicuar",2018-01-19,21.59,17.2,29.6,30.7,17,0.73,206.264,4.91667,123,83.79,26.14,876.1,0.082,249.38,21.546,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1037","PN Bicuar",2018-01-20,21.82,17.7,29.9,31.2,30.8,0.86,178.795,4.02778,193,82.21,26.15,873.1,0.087,246.42,21.2904,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1038","PN Bicuar",2018-01-21,21.24,17.5,27.4,28.6,2.2,1.14,281.455,4.13889,316,83.88,25.7,872.4,0.089,236.96,20.4732,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1039","PN Bicuar",2018-01-22,21.64,18,26.5,27.5,6.4,0.79,260.843,2.66667,138,83.29,25.88,875.6,0.075,223.54,19.314,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1040","PN Bicuar",2018-01-23,20.34,16.4,27.5,28.1,65.2,0.66,267.477,3.25,330,88.63,24.5,874.3,0.092,194.96,16.8444,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1041","PN Bicuar",2018-01-24,20.2,16.6,27.6,28.3,78.6,1.23,272.659,3.91667,325,87.13,24.46,875.3,0.097,264.88,22.8852,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1042","PN Bicuar",2018-01-25,21.63,16.1,30,30.6,0,0.67,214.846,3.47222,254,80.92,25.37,875,0.084,298.96,25.83,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1043","PN Bicuar",2018-01-26,21.97,17.7,29.4,30.6,2,1.18,216.574,3.41667,149,77.88,26.14,875.1,0.072,230.5,19.9152,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1044","PN Bicuar",2018-01-27,22,17.2,30.1,31.4,24,0.76,182.548,4.16667,276,79.42,26.96,874.5,0.067,294.42,25.4376,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1045","PN Bicuar",2018-01-28,20.89,16.8,28.8,30.3,42.6,1.08,195.582,3.5,103,86.46,26.04,891.3,0.092,243,20.9952,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1046","PN Bicuar",2018-01-29,20.84,18.2,27.7,28.9,8.2,1.01,254.736,4.52778,256,88.33,25.29,878.8,0.087,197,17.0208,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1047","PN Bicuar",2018-01-30,21.22,17.8,27,28.5,16.2,0.41,213.444,2.97222,172,87.38,25.06,876.2,0.087,189.5,16.3728,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1048","PN Bicuar",2018-01-31,22.96,17.4,30.1,31.2,0,0.84,261.476,3.33333,286,79,26.07,873.3,0.078,262.63,22.6908,"2018-01_D_PNBicuar_0000361101_vkme.xls"
"1049","PN Bicuar",2018-02-01,20.37,18,23.7,24.5,10,0.24,223.943,4.58333,136,86.25,25.47,874.3,0.071,104.38,9.018,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1050","PN Bicuar",2018-02-02,22.48,15.4,31.9,33,0,0.86,186.66,3.61111,185,73.42,25.83,873.8,0.07,333.08,28.7784,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1051","PN Bicuar",2018-02-03,23.63,15.5,31.6,32.8,0,0.58,234.944,2.22222,227,73.54,27.49,874.3,0.067,307.38,26.5572,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1052","PN Bicuar",2018-02-04,22.21,17,29.4,30.5,0.4,0.51,212.21,2.75,152,80,27.94,874.3,0.064,220,19.008,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1053","PN Bicuar",2018-02-05,22.54,17.7,28.9,29.8,0,1.18,224.594,4.16667,195,80.75,27.85,873.7,0.06,214.29,18.5148,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1054","PN Bicuar",2018-02-06,23.24,16.9,31.1,32.4,1,0.93,253.469,2.75,195,77.33,28.4,873.3,0.059,272.38,23.5332,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1055","PN Bicuar",2018-02-07,24.02,17.3,32.3,32.9,0,1.06,251.369,2.91667,316,70.38,28.98,872.5,0.054,276.83,23.9184,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1056","PN Bicuar",2018-02-08,22.84,14.2,32.4,33.3,0,1.2,221.698,3.52778,264,71.83,29.29,873.8,0.049,299.83,25.9056,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1057","PN Bicuar",2018-02-09,22.5,14.7,31.7,33,5.8,1.45,167.611,3.44444,158,73.38,29.63,873.5,0.042,309.71,26.7588,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1058","PN Bicuar",2018-02-10,22.6,14.6,32.3,33.4,0,0.77,213.055,2.16667,158,67.17,28.94,873.7,0.036,331.33,28.6272,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1059","PN Bicuar",2018-02-11,21.73,12.9,32.3,33.3,0,0.49,185.577,2.02778,215,69.13,29.11,874.5,0.031,330.42,28.548,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1060","PN Bicuar",2018-02-12,21.82,10.5,32.4,33.4,0,0.77,175.189,2.88889,150,70.25,29.3,875.9,0.025,321.54,27.7812,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1061","PN Bicuar",2018-02-13,22.08,15.5,31.6,32.9,1.2,0.66,186.428,2.72222,171,79,29.34,876.3,0.023,218.83,18.9072,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1062","PN Bicuar",2018-02-14,24.34,16.4,32.3,33.7,0,0.77,174.702,3.36111,236,71.88,29.03,875.7,0.022,307.79,26.5932,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1063","PN Bicuar",2018-02-15,22.08,18.5,28.4,29.6,4.6,1.43,268.047,4.66667,283,82.71,29.24,876,0.021,177.79,15.3612,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1064","PN Bicuar",2018-02-16,22.24,18.6,30.6,31.8,0.6,0.23,179.795,2.77778,274,81.79,28.17,875.9,0.019,228.79,19.7676,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1065","PN Bicuar",2018-02-17,23.37,18.1,31.5,32.8,0,0.67,233.255,4.83333,293,73.33,28.55,875.5,0.02,272.67,23.5584,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1066","PN Bicuar",2018-02-18,22.45,15.4,30.2,30.9,0,0.89,186.085,3.66667,146,76.46,29.38,874.7,0.019,283.08,24.4584,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1067","PN Bicuar",2018-02-19,23.52,16,32.3,33.1,0,0.75,155.984,3.27778,141,70.33,29.89,874.4,0.019,304,26.2656,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1068","PN Bicuar",2018-02-20,23.38,15.9,32,33.3,0,0.51,240.462,2.94444,100,68.79,30.32,874.8,0.019,272.25,23.5224,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1069","PN Bicuar",2018-02-21,23.35,18.6,31.4,32.4,0,0.7,165.714,3.77778,144,75.71,30.05,873.9,0.018,229.75,19.8504,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1070","PN Bicuar",2018-02-22,21.87,15.9,29.6,31.4,0,2.02,300.011,5.75,313,79.42,29.79,873,0.019,221.21,19.1124,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1071","PN Bicuar",2018-02-23,22.54,17.4,32,32.7,17.4,1.18,278.676,6.83333,288,78.92,29.41,872.9,0.017,252.96,21.8556,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1072","PN Bicuar",2018-02-24,23.23,17.6,31.3,33.1,1.8,1.41,291.832,3.47222,308,76.46,28.08,874.3,0.02,284.92,24.6168,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1073","PN Bicuar",2018-02-25,22.26,14.8,32.4,33.7,0.6,0.95,263.47,3.63889,313,72.63,27.83,875.3,0.038,314.88,27.2052,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1074","PN Bicuar",2018-02-26,23.08,15.4,32.7,33.4,0.2,0.9,238.372,2.97222,286,70.25,28.52,875.2,0.045,324.17,28.008,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1075","PN Bicuar",2018-02-27,22.16,13.8,33.2,34.1,0,0.74,194.755,3.05556,175,69.38,29.15,874.8,0.045,331.04,28.602,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1076","PN Bicuar",2018-02-28,21.56,12.5,31.5,32.3,0,0.9,251.728,3.86111,276,70.46,29.03,876,0.042,278.83,24.0912,"2018-02_D_PNBicuar_0000361101_tnsd.xls"
"1077","PN Bicuar",2018-03-01,20.37,11.9,31.8,32.2,0,1.24,272.824,3.52778,296,68.92,29.06,875.6,0.038,297.42,25.6968,"2018-03_D_PNBicuar_0000361101_qdpe.xls"
"1078","PN Bicuar",2018-03-02,20.49,10.6,31.3,33.1,1,1.23,269.762,4.38889,321,71.17,28.25,874,0.033,270.71,23.3892,"2018-03_D_PNBicuar_0000361101_qdpe.xls"
"1079","PN Bicuar",2018-03-03,20.26,12,28.6,30,5.2,0.81,209.099,3.16667,185,76.04,27.45,874,0.029,208.13,17.982,"2018-03_D_PNBicuar_0000361101_qdpe.xls"
"1080","PN Bicuar",2018-03-04,18.81,16.7,23.9,24.8,9,1.86,299.085,3.97222,317,91.13,26,874.1,0.024,89.96,7.7724,"2018-03_D_PNBicuar_0000361101_qdpe.xls"
"1081","PN Bicuar",2018-03-05,17.9,14.9,21.4,22.1,6.2,2.46,311.351,4.88889,326,86.5,23.93,873.7,0.022,94.38,8.154,"2018-03_D_PNBicuar_0000361101_qdpe.xls"
"1082","PN Bicuar",2018-03-06,19.93,14.8,27.6,28.6,0,1.51,294.731,4.36111,328,76.83,24.52,875.3,0.027,278.83,24.0912,"2018-03_D_PNBicuar_0000361101_qdpe.xls"
"1083","PN Bicuar",2018-03-07,19.96,11.7,29.9,30.8,0,1,247.915,3.47222,203,72.04,25.75,876.5,0.035,310.75,26.8488,"2018-03_D_PNBicuar_0000361101_qdpe.xls"
"1084","PN Bicuar",2018-03-08,19.63,9.3,31.9,32.5,0,1.23,294.846,3.80556,314,67.25,26.48,876.1,0.038,322.5,27.864,"2018-03_D_PNBicuar_0000361101_qdpe.xls"
